verb	subject	tense	frame	sentence1	sentence2	negraising	acceptability
proclaim	first	past	NP V that S	I didn't proclaim that a particular thing happened.	I proclaimed that that thing didn't happen.	0.40779978	0.59279925
proclaim	first	past	NP V to VP[+eventive]	I didn't proclaim to do a particular thing.	I proclaimed not to do that thing.	0.33669743	0.62679833
proclaim	first	past	NP V to VP[-eventive]	I didn't proclaim to have a particular thing.	I proclaimed not to have that thing.	0.39922947	0.7122471
proclaim	first	past	NP be V to VP[-eventive]	I wasn't proclaimed to have a particular thing.	I was proclaimed not to have that thing.	0.38503054	0.459807
proclaim	first	present	NP V that S	I don't proclaim that a particular thing happened.	I proclaim that that thing didn't happen.	0.46650672	0.72474647
proclaim	first	present	NP V to VP[+eventive]	I don't proclaim to do a particular thing.	I proclaim not to do that thing.	0.47625753	0.6501682
proclaim	first	present	NP V to VP[-eventive]	I don't proclaim to have a particular thing.	I proclaim not to have that thing.	0.5402927	0.68013376
proclaim	first	present	NP be V to VP[-eventive]	I'm not proclaimed to have a particular thing.	I'm proclaimed not to have that thing.	0.4615932	0.50458485
proclaim	third	past	NP V that S	A particular person didn't proclaim that a particular thing happened.	That person proclaimed that that thing didn't happen.	0.42030448	0.4948452
proclaim	third	past	NP V to VP[+eventive]	A particular person didn't proclaim to do a particular thing.	That person proclaimed not to do that thing.	0.3894709	0.6267071
proclaim	third	past	NP V to VP[-eventive]	A particular person didn't proclaim to have a particular thing.	That person proclaimed not to have that thing.	0.486422	0.77478933
proclaim	third	past	NP be V to VP[-eventive]	A particular person wasn't proclaimed to have a particular thing.	That person was proclaimed not to have that thing.	0.53348845	0.62201893
proclaim	third	present	NP V that S	A particular person doesn't proclaim that a particular thing happened.	That person proclaims that that thing didn't happen.	0.40955994	0.53689104
proclaim	third	present	NP V to VP[+eventive]	A particular person doesn't proclaim to do a particular thing.	That person proclaims not to do that thing.	0.53740793	0.5651769
proclaim	third	present	NP V to VP[-eventive]	A particular person doesn't proclaim to have a particular thing.	That person proclaims not to have that thing.	0.35106474	0.63937795
proclaim	third	present	NP be V to VP[-eventive]	A particular person isn't proclaimed to have a particular thing.	That person is proclaimed not to have that thing.	0.58103245	0.5437597
procrastinate	first	past	NP V to VP[+eventive]	I didn't procrastinate to do a particular thing.	I procrastinated not to do that thing.	0.2824689	0.4961357
procrastinate	first	past	NP V to VP[-eventive]	I didn't procrastinate to have a particular thing.	I procrastinated not to have that thing.	0.20224242	0.49173242
procrastinate	first	present	NP V to VP[+eventive]	I don't procrastinate to do a particular thing.	I procrastinate not to do that thing.	0.38113183	0.49695793
procrastinate	third	past	NP V to VP[+eventive]	A particular person didn't procrastinate to do a particular thing.	That person procrastinated not to do that thing.	0.21323048	0.6327211
procrastinate	third	past	NP V to VP[-eventive]	A particular person didn't procrastinate to have a particular thing.	That person procrastinated not to have that thing.	0.3015001	0.3942943
procrastinate	third	present	NP V to VP[+eventive]	A particular person doesn't procrastinate to do a particular thing.	That person procrastinates not to do that thing.	0.32296368	0.608965
prohibit	first	past	NP V to VP[+eventive]	I didn't prohibit to do a particular thing.	I prohibited not to do that thing.	0.22416855	0.7150024
prohibit	first	past	NP be V to VP[+eventive]	I wasn't prohibited to do a particular thing.	I was prohibited not to do that thing.	0.25678957	0.64873075
prohibit	first	past	NP be V to VP[-eventive]	I wasn't prohibited to have a particular thing.	I was prohibited not to have that thing.	0.06333696	0.68045455
prohibit	first	present	NP be V to VP[+eventive]	I'm not prohibited to do a particular thing.	I'm prohibited not to do that thing.	0.41183585	0.5822542
prohibit	first	present	NP be V to VP[-eventive]	I'm not prohibited to have a particular thing.	I'm prohibited not to have that thing.	0.17186795	0.724601
prohibit	third	past	NP V to VP[+eventive]	A particular person didn't prohibit to do a particular thing.	That person prohibited not to do that thing.	0.22677998	0.46292028
prohibit	third	past	NP be V to VP[+eventive]	A particular person wasn't prohibited to do a particular thing.	That person was prohibited not to do that thing.	0.40335977	0.6010519
prohibit	third	past	NP be V to VP[-eventive]	A particular person wasn't prohibited to have a particular thing.	That person was prohibited not to have that thing.	0.4083744	0.5866717
prohibit	third	present	NP be V to VP[+eventive]	A particular person isn't prohibited to do a particular thing.	That person is prohibited not to do that thing.	0.4148969	0.5880009
prohibit	third	present	NP be V to VP[-eventive]	A particular person isn't prohibited to have a particular thing.	That person is prohibited not to have that thing.	0.28001076	0.61452067
promise	first	past	NP V that S	I didn't promise that a particular thing happened.	I promised that that thing didn't happen.	0.23217264	0.5964941
promise	first	past	NP V to VP[+eventive]	I didn't promise to do a particular thing.	I promised not to do that thing.	0.28747502	0.7798292
promise	first	past	NP V to VP[-eventive]	I didn't promise to have a particular thing.	I promised not to have that thing.	0.3299956	0.8944094
promise	first	past	NP be V that S	I wasn't promised that a particular thing happened.	I was promised that that thing didn't happen.	0.402747	0.68671185
promise	first	past	NP be V to VP[+eventive]	I wasn't promised to do a particular thing.	I was promised not to do that thing.	0.40268248	0.57657844
promise	first	past	NP be V to VP[-eventive]	I wasn't promised to have a particular thing.	I was promised not to have that thing.	0.18394406	0.63052934
promise	first	present	NP V that S	I don't promise that a particular thing happened.	I promise that that thing didn't happen.	0.4275922	0.666552
promise	first	present	NP V to VP[+eventive]	I don't promise to do a particular thing.	I promise not to do that thing.	0.32933304	0.51694167
promise	first	present	NP V to VP[-eventive]	I don't promise to have a particular thing.	I promise not to have that thing.	0.4557113	0.6910754
promise	first	present	NP be V that S	I'm not promised that a particular thing happened.	I'm promised that that thing didn't happen.	0.3492731	0.58467036
promise	first	present	NP be V to VP[+eventive]	I'm not promised to do a particular thing.	I'm promised not to do that thing.	0.31470355	0.57160604
promise	first	present	NP be V to VP[-eventive]	I'm not promised to have a particular thing.	I'm promised not to have that thing.	0.22843765	0.64331436
promise	third	past	NP V that S	A particular person didn't promise that a particular thing happened.	That person promised that that thing didn't happen.	0.40905288	0.48875862
promise	third	past	NP V to VP[+eventive]	A particular person didn't promise to do a particular thing.	That person promised not to do that thing.	0.21493952	0.680266
promise	third	past	NP V to VP[-eventive]	A particular person didn't promise to have a particular thing.	That person promised not to have that thing.	0.23342799	0.6461133
promise	third	past	NP be V that S	A particular person wasn't promised that a particular thing happened.	That person was promised that that thing didn't happen.	0.33671656	0.5462701
promise	third	past	NP be V to VP[+eventive]	A particular person wasn't promised to do a particular thing.	That person was promised not to do that thing.	0.413056	0.49362686
promise	third	past	NP be V to VP[-eventive]	A particular person wasn't promised to have a particular thing.	That person was promised not to have that thing.	0.29882967	0.5271582
promise	third	present	NP V that S	A particular person doesn't promise that a particular thing happened.	That person promises that that thing didn't happen.	0.4169143	0.63951665
promise	third	present	NP V to VP[+eventive]	A particular person doesn't promise to do a particular thing.	That person promises not to do that thing.	0.36141437	0.65817285
promise	third	present	NP V to VP[-eventive]	A particular person doesn't promise to have a particular thing.	That person promises not to have that thing.	0.40679795	0.50116354
promise	third	present	NP be V that S	A particular person isn't promised that a particular thing happened.	That person is promised that that thing didn't happen.	0.2364309	0.47613698
promise	third	present	NP be V to VP[+eventive]	A particular person isn't promised to do a particular thing.	That person is promised not to do that thing.	0.31603914	0.5666565
promise	third	present	NP be V to VP[-eventive]	A particular person isn't promised to have a particular thing.	That person is promised not to have that thing.	0.40372342	0.61769634
prompt	first	past	NP V that S	I didn't prompt that a particular thing happened.	I prompted that that thing didn't happen.	0.3912119	0.4245346
prompt	first	past	NP V to VP[+eventive]	I didn't prompt to do a particular thing.	I prompted not to do that thing.	0.41891605	0.571715
prompt	first	past	NP be V that S	I wasn't prompted that a particular thing happened.	I was prompted that that thing didn't happen.	0.40924188	0.51018643
prompt	first	past	NP be V to VP[+eventive]	I wasn't prompted to do a particular thing.	I was prompted not to do that thing.	0.41608372	0.561902
prompt	first	past	NP be V to VP[-eventive]	I wasn't prompted to have a particular thing.	I was prompted not to have that thing.	0.18697947	0.6279186
prompt	first	present	NP V to VP[+eventive]	I don't prompt to do a particular thing.	I prompt not to do that thing.	0.3151492	0.46836436
prompt	first	present	NP be V that S	I'm not prompted that a particular thing happened.	I'm prompted that that thing didn't happen.	0.36718568	0.51015073
prompt	first	present	NP be V to VP[+eventive]	I'm not prompted to do a particular thing.	I'm prompted not to do that thing.	0.36041924	0.5734804
prompt	first	present	NP be V to VP[-eventive]	I'm not prompted to have a particular thing.	I'm prompted not to have that thing.	0.47582033	0.5689546
prompt	third	past	NP V that S	A particular person didn't prompt that a particular thing happened.	That person prompted that that thing didn't happen.	0.31313357	0.4802165
prompt	third	past	NP V to VP[+eventive]	A particular person didn't prompt to do a particular thing.	That person prompted not to do that thing.	0.40924776	0.4824642
prompt	third	past	NP be V that S	A particular person wasn't prompted that a particular thing happened.	That person was prompted that that thing didn't happen.	0.30250582	0.5534531
prompt	third	past	NP be V to VP[+eventive]	A particular person wasn't prompted to do a particular thing.	That person was prompted not to do that thing.	0.4181258	0.63264996
prompt	third	past	NP be V to VP[-eventive]	A particular person wasn't prompted to have a particular thing.	That person was prompted not to have that thing.	0.37393832	0.50831974
prompt	third	present	NP V to VP[+eventive]	A particular person doesn't prompt to do a particular thing.	That person prompts not to do that thing.	0.40180853	0.5038843
prompt	third	present	NP be V that S	A particular person isn't prompted that a particular thing happened.	That person is prompted that that thing didn't happen.	0.41767457	0.5541067
prompt	third	present	NP be V to VP[+eventive]	A particular person isn't prompted to do a particular thing.	That person is prompted not to do that thing.	0.42568594	0.6323268
prompt	third	present	NP be V to VP[-eventive]	A particular person isn't prompted to have a particular thing.	That person is prompted not to have that thing.	0.38904226	0.5882994
prophesy	first	past	NP V that S	I didn't prophesy that a particular thing happened.	I prophesied that that thing didn't happen.	0.44460934	0.5259793
prophesy	first	past	NP V to VP[+eventive]	I didn't prophesy to do a particular thing.	I prophesied not to do that thing.	0.350241	0.1587706
prophesy	first	past	NP be V to VP[+eventive]	I wasn't prophesied to do a particular thing.	I was prophesied not to do that thing.	0.40297198	0.4564435
prophesy	first	past	NP be V to VP[-eventive]	I wasn't prophesied to have a particular thing.	I was prophesied not to have that thing.	0.43272984	0.48215634
prophesy	first	present	NP V that S	I don't prophesy that a particular thing happened.	I prophesy that that thing didn't happen.	0.4184891	0.48920995
prophesy	first	present	NP V to VP[+eventive]	I don't prophesy to do a particular thing.	I prophesy not to do that thing.	0.17881073	0.50416875
prophesy	first	present	NP be V to VP[+eventive]	I'm not prophesied to do a particular thing.	I'm prophesied not to do that thing.	0.5258354	0.49800384
prophesy	third	past	NP V that S	A particular person didn't prophesy that a particular thing happened.	That person prophesied that that thing didn't happen.	0.32449552	0.5227855
prophesy	third	past	NP V to VP[+eventive]	A particular person didn't prophesy to do a particular thing.	That person prophesied not to do that thing.	0.33438218	0.47291425
prophesy	third	past	NP be V to VP[+eventive]	A particular person wasn't prophesied to do a particular thing.	That person was prophesied not to do that thing.	0.39621767	0.515908
prophesy	third	past	NP be V to VP[-eventive]	A particular person wasn't prophesied to have a particular thing.	That person was prophesied not to have that thing.	0.53064233	0.41961747
prophesy	third	present	NP V that S	A particular person doesn't prophesy that a particular thing happened.	That person prophesies that that thing didn't happen.	0.40076017	0.48223484
prophesy	third	present	NP V to VP[+eventive]	A particular person doesn't prophesy to do a particular thing.	That person prophesies not to do that thing.	0.30438134	0.5047959
prophesy	third	present	NP be V to VP[+eventive]	A particular person isn't prophesied to do a particular thing.	That person is prophesied not to do that thing.	0.40469936	0.41410026
propose	first	past	NP V that S	I didn't propose that a particular thing happened.	I proposed that that thing didn't happen.	0.3655154	0.5925415
propose	first	past	NP V to VP[+eventive]	I didn't propose to do a particular thing.	I proposed not to do that thing.	0.44166636	0.6828362
propose	first	past	NP V to VP[-eventive]	I didn't propose to have a particular thing.	I proposed not to have that thing.	0.27301696	0.6867034
propose	first	past	NP be V to VP[+eventive]	I wasn't proposed to do a particular thing.	I was proposed not to do that thing.	0.37639445	0.52634317
propose	first	past	NP be V to VP[-eventive]	I wasn't proposed to have a particular thing.	I was proposed not to have that thing.	0.50138897	0.49523124
propose	first	present	NP V that S	I don't propose that a particular thing happened.	I propose that that thing didn't happen.	0.40051416	0.83419496
propose	first	present	NP V to VP[+eventive]	I don't propose to do a particular thing.	I propose not to do that thing.	0.58345413	0.6483799
propose	first	present	NP V to VP[-eventive]	I don't propose to have a particular thing.	I propose not to have that thing.	0.5529014	0.5484988
propose	first	present	NP be V to VP[-eventive]	I'm not proposed to have a particular thing.	I'm proposed not to have that thing.	0.40787593	0.46792167
propose	third	past	NP V that S	A particular person didn't propose that a particular thing happened.	That person proposed that that thing didn't happen.	0.41986462	0.53955853
propose	third	past	NP V to VP[+eventive]	A particular person didn't propose to do a particular thing.	That person proposed not to do that thing.	0.39221346	0.5804082
propose	third	past	NP V to VP[-eventive]	A particular person didn't propose to have a particular thing.	That person proposed not to have that thing.	0.25842652	0.6023226
propose	third	past	NP be V to VP[+eventive]	A particular person wasn't proposed to do a particular thing.	That person was proposed not to do that thing.	0.36097014	0.49103078
propose	third	past	NP be V to VP[-eventive]	A particular person wasn't proposed to have a particular thing.	That person was proposed not to have that thing.	0.37225553	0.49806347
propose	third	present	NP V that S	A particular person doesn't propose that a particular thing happened.	That person proposes that that thing didn't happen.	0.49062395	0.63746685
propose	third	present	NP V to VP[+eventive]	A particular person doesn't propose to do a particular thing.	That person proposes not to do that thing.	0.47240695	0.60490847
propose	third	present	NP V to VP[-eventive]	A particular person doesn't propose to have a particular thing.	That person proposes not to have that thing.	0.48370972	0.5668526
propose	third	present	NP be V to VP[-eventive]	A particular person isn't proposed to have a particular thing.	That person is proposed not to have that thing.	0.5074396	0.56373644
protest	first	past	NP V that S	I didn't protest that a particular thing happened.	I protested that that thing didn't happen.	0.41361803	0.58947545
protest	first	past	NP V to VP[+eventive]	I didn't protest to do a particular thing.	I protested not to do that thing.	0.25662282	0.6291045
protest	first	past	NP V to VP[-eventive]	I didn't protest to have a particular thing.	I protested not to have that thing.	0.36832827	0.50716436
protest	first	present	NP V to VP[+eventive]	I don't protest to do a particular thing.	I protest not to do that thing.	0.37243617	0.63950515
protest	first	present	NP V to VP[-eventive]	I don't protest to have a particular thing.	I protest not to have that thing.	0.39832997	0.44467372
protest	third	past	NP V that S	A particular person didn't protest that a particular thing happened.	That person protested that that thing didn't happen.	0.37505865	0.61902505
protest	third	past	NP V to VP[+eventive]	A particular person didn't protest to do a particular thing.	That person protested not to do that thing.	0.4060866	0.54647434
protest	third	past	NP V to VP[-eventive]	A particular person didn't protest to have a particular thing.	That person protested not to have that thing.	0.37249205	0.6430117
protest	third	present	NP V to VP[+eventive]	A particular person doesn't protest to do a particular thing.	That person protests not to do that thing.	0.38543263	0.5182478
protest	third	present	NP V to VP[-eventive]	A particular person doesn't protest to have a particular thing.	That person protests not to have that thing.	0.38157308	0.57056123
prove	first	past	NP V that S	I didn't prove that a particular thing happened.	I proved that that thing didn't happen.	0.32845697	0.73213845
prove	first	past	NP V to VP[-eventive]	I didn't prove to have a particular thing.	I proved not to have that thing.	0.523072	0.4972544
prove	first	past	NP be V that S	I wasn't proven that a particular thing happened.	I was proven that that thing didn't happen.	0.40370083	0.47641733
prove	first	past	NP be V to VP[+eventive]	I wasn't proven to do a particular thing.	I was proven not to do that thing.	0.33722314	0.65842324
prove	first	past	NP be V to VP[-eventive]	I wasn't proven to have a particular thing.	I was proven not to have that thing.	0.43653443	0.5423537
prove	first	present	NP V that S	I don't prove that a particular thing happened.	I prove that that thing didn't happen.	0.40872574	0.5414271
prove	first	present	NP be V to VP[-eventive]	I'm not proven to have a particular thing.	I'm proved not to have that thing.	0.34830788	0.50212395
prove	third	past	NP V that S	A particular person didn't prove that a particular thing happened.	That person proved that that thing didn't happen.	0.37942278	0.70433074
prove	third	past	NP V to VP[-eventive]	A particular person didn't prove to have a particular thing.	That person proved not to have that thing.	0.53190607	0.5325362
prove	third	past	NP be V that S	A particular person wasn't proven that a particular thing happened.	That person was proven that that thing didn't happen.	0.47315976	0.26415157
prove	third	past	NP be V to VP[+eventive]	A particular person wasn't proven to do a particular thing.	That person was proven not to do that thing.	0.39022017	0.57559943
prove	third	past	NP be V to VP[-eventive]	A particular person wasn't proven to have a particular thing.	That person was proven not to have that thing.	0.533001	0.61641794
prove	third	present	NP V that S	A particular person doesn't prove that a particular thing happened.	That person proves that that thing didn't happen.	0.45594627	0.49764973
prove	third	present	NP be V to VP[-eventive]	A particular person isn't proven to have a particular thing.	That person is proved not to have that thing.	0.43720207	0.6809747
provoke	first	past	NP be V to VP[+eventive]	I wasn't provoked to do a particular thing.	I was provoked not to do that thing.	0.41694847	0.64540464
provoke	first	present	NP be V to VP[+eventive]	I'm not provoked to do a particular thing.	I'm provoked not to do that thing.	0.35025066	0.9288029
provoke	third	past	NP be V to VP[+eventive]	A particular person wasn't provoked to do a particular thing.	That person was provoked not to do that thing.	0.27762386	0.5825556
provoke	third	present	NP be V to VP[+eventive]	A particular person isn't provoked to do a particular thing.	That person is provoked not to do that thing.	0.2665035	0.7497507
publicize	first	past	NP V that S	I didn't publicize that a particular thing happened.	I publicized that that thing didn't happen.	0.27767554	0.70523
publicize	first	past	NP V to VP[-eventive]	I didn't publicize to have a particular thing.	I publicized not to have that thing.	0.28768772	0.5437808
publicize	first	past	NP be V to VP[-eventive]	I wasn't publicized to have a particular thing.	I was publicized not to have that thing.	0.41504595	0.475098
publicize	first	present	NP V that S	I don't publicize that a particular thing happened.	I publicize that that thing didn't happen.	0.26252264	0.5122542
publicize	first	present	NP be V to VP[-eventive]	I'm not publicized to have a particular thing.	I'm publicized not to have that thing.	0.38360325	0.44774604
publicize	third	past	NP V that S	A particular person didn't publicize that a particular thing happened.	That person publicized that that thing didn't happen.	0.2897571	0.667644
publicize	third	past	NP V to VP[-eventive]	A particular person didn't publicize to have a particular thing.	That person publicized not to have that thing.	0.35108036	0.726075
publicize	third	past	NP be V to VP[-eventive]	A particular person wasn't publicized to have a particular thing.	That person was publicized not to have that thing.	0.3368579	0.47417966
publicize	third	present	NP V that S	A particular person doesn't publicize that a particular thing happened.	That person publicizes that that thing didn't happen.	0.39570144	0.692155
publicize	third	present	NP be V to VP[-eventive]	A particular person isn't publicized to have a particular thing.	That person is publicized not to have that thing.	0.25631452	0.59218925
publish	first	past	NP V that S	I didn't publish that a particular thing happened.	I published that that thing didn't happen.	0.40891576	0.6189514
publish	first	present	NP V that S	I don't publish that a particular thing happened.	I publish that that thing didn't happen.	0.27805474	0.52792186
publish	third	past	NP V that S	A particular person didn't publish that a particular thing happened.	That person published that that thing didn't happen.	0.30457678	0.52413255
publish	third	present	NP V that S	A particular person doesn't publish that a particular thing happened.	That person publishes that that thing didn't happen.	0.24642898	0.5523665
puzzle	first	past	NP V that S	I didn't puzzle that a particular thing happened.	I puzzled that that thing didn't happen.	0.228689	0.4398457
puzzle	first	past	NP be V that S	I wasn't puzzled that a particular thing happened.	I was puzzled that that thing didn't happen.	0.16084242	0.7330468
puzzle	first	past	NP be V to VP[-eventive]	I wasn't puzzled to have a particular thing.	I was puzzled not to have that thing.	0.3861261	0.54157066
puzzle	first	present	NP be V that S	I'm not puzzled that a particular thing happened.	I'm puzzled that that thing didn't happen.	0.40254647	0.8092679
puzzle	first	present	NP be V to VP[-eventive]	I'm not puzzled to have a particular thing.	I'm puzzled not to have that thing.	0.09660143	0.57844293
puzzle	third	past	NP V that S	A particular person didn't puzzle that a particular thing happened.	That person puzzled that that thing didn't happen.	0.36502096	0.47465327
puzzle	third	past	NP be V that S	A particular person wasn't puzzled that a particular thing happened.	That person was puzzled that that thing didn't happen.	0.318422	0.55091953
puzzle	third	past	NP be V to VP[-eventive]	A particular person wasn't puzzled to have a particular thing.	That person was puzzled not to have that thing.	0.33864915	0.4760021
puzzle	third	present	NP be V that S	A particular person isn't puzzled that a particular thing happened.	That person is puzzled that that thing didn't happen.	0.31113994	0.71187824
puzzle	third	present	NP be V to VP[-eventive]	A particular person isn't puzzled to have a particular thing.	That person is puzzled not to have that thing.	0.21563126	0.5133096
qualify	first	past	NP V to VP[-eventive]	I didn't qualify to have a particular thing.	I qualified not to have that thing.	0.12871836	0.67963576
qualify	first	past	NP be V to VP[+eventive]	I wasn't qualified to do a particular thing.	I was qualified not to do that thing.	0.4238678	0.8696246
qualify	first	past	NP be V to VP[-eventive]	I wasn't qualified to have a particular thing.	I was qualified not to have that thing.	0.35971314	0.7249778
qualify	first	present	NP V to VP[-eventive]	I don't qualify to have a particular thing.	I qualify not to have that thing.	0.506752	0.57931
qualify	first	present	NP be V to VP[+eventive]	I'm not qualified to do a particular thing.	I'm qualified not to do that thing.	0.39192826	0.88183457
qualify	first	present	NP be V to VP[-eventive]	I'm not qualified to have a particular thing.	I'm qualified not to have that thing.	0.3511865	0.59514576
qualify	third	past	NP V to VP[-eventive]	A particular person didn't qualify to have a particular thing.	That person qualified not to have that thing.	0.46593055	0.51763386
qualify	third	past	NP be V to VP[+eventive]	A particular person wasn't qualified to do a particular thing.	That person was qualified not to do that thing.	0.27449888	0.9434754
qualify	third	past	NP be V to VP[-eventive]	A particular person wasn't qualified to have a particular thing.	That person was qualified not to have that thing.	0.30930617	0.68531734
qualify	third	present	NP V to VP[-eventive]	A particular person doesn't qualify to have a particular thing.	That person qualifies not to have that thing.	0.3781441	0.8678943
qualify	third	present	NP be V to VP[+eventive]	A particular person isn't qualified to do a particular thing.	That person is qualified not to do that thing.	0.40276363	0.8378607
qualify	third	present	NP be V to VP[-eventive]	A particular person isn't qualified to have a particular thing.	That person is qualified not to have that thing.	0.3329086	0.6512014
quarrel	first	past	NP V that S	I didn't quarrel that a particular thing happened.	I quarrelled that that thing didn't happen.	0.31370923	0.5054138
quarrel	first	present	NP V that S	I don't quarrel that a particular thing happened.	I quarrel that that thing didn't happen.	0.14257337	0.6333059
quarrel	third	past	NP V that S	A particular person didn't quarrel that a particular thing happened.	That person quarrelled that that thing didn't happen.	0.21577178	0.5294319
quarrel	third	present	NP V that S	A particular person doesn't quarrel that a particular thing happened.	That person quarrels that that thing didn't happen.	0.30831158	0.59742475
query	first	past	NP V that S	I didn't query that a particular thing happened.	I queried that that thing didn't happen.	0.3526809	0.4886564
query	first	past	NP V to VP[+eventive]	I didn't query to do a particular thing.	I queried not to do that thing.	0.34555656	0.5234667
query	first	past	NP be V to VP[+eventive]	I wasn't queried to do a particular thing.	I was queried not to do that thing.	0.234403	0.5432059
query	first	past	NP be V to VP[-eventive]	I wasn't queried to have a particular thing.	I was queried not to have that thing.	0.2902407	0.49895844
query	first	present	NP be V to VP[+eventive]	I'm not queried to do a particular thing.	I'm queried not to do that thing.	0.3262285	0.4831867
query	third	past	NP V that S	A particular person didn't query that a particular thing happened.	That person queried that that thing didn't happen.	0.44022453	0.5148823
query	third	past	NP V to VP[+eventive]	A particular person didn't query to do a particular thing.	That person queried not to do that thing.	0.33350444	0.38909152
query	third	past	NP be V to VP[+eventive]	A particular person wasn't queried to do a particular thing.	That person was queried not to do that thing.	0.30630535	0.8848696
query	third	past	NP be V to VP[-eventive]	A particular person wasn't queried to have a particular thing.	That person was queried not to have that thing.	0.3502569	0.50104094
query	third	present	NP be V to VP[+eventive]	A particular person isn't queried to do a particular thing.	That person is queried not to do that thing.	0.41490424	0.44260594
question	first	past	NP V that S	I didn't question that a particular thing happened.	I questioned that that thing didn't happen.	0.18617727	0.86696106
question	first	past	NP V to VP[-eventive]	I didn't question to have a particular thing.	I questioned not to have that thing.	0.19081976	0.5476938
question	first	past	NP be V that S	I wasn't questioned that a particular thing happened.	I was questioned that that thing didn't happen.	0.31855646	0.58712596
question	first	past	NP be V to VP[+eventive]	I wasn't questioned to do a particular thing.	I was questioned not to do that thing.	0.27286318	0.53410804
question	first	past	NP be V to VP[-eventive]	I wasn't questioned to have a particular thing.	I was questioned not to have that thing.	0.3858129	0.506557
question	first	present	NP V that S	I don't question that a particular thing happened.	I question that that thing didn't happen.	0.39943478	0.7364136
question	third	past	NP V that S	A particular person didn't question that a particular thing happened.	That person questioned that that thing didn't happen.	0.32743064	0.517135
question	third	past	NP V to VP[-eventive]	A particular person didn't question to have a particular thing.	That person questioned not to have that thing.	0.33082935	0.5057304
question	third	past	NP be V that S	A particular person wasn't questioned that a particular thing happened.	That person was questioned that that thing didn't happen.	0.40114278	0.49407285
question	third	past	NP be V to VP[+eventive]	A particular person wasn't questioned to do a particular thing.	That person was questioned not to do that thing.	0.18355173	0.46528786
question	third	past	NP be V to VP[-eventive]	A particular person wasn't questioned to have a particular thing.	That person was questioned not to have that thing.	0.4312261	0.46540093
question	third	present	NP V that S	A particular person doesn't question that a particular thing happened.	That person questions that that thing didn't happen.	0.4788813	0.58449274
quibble	first	past	NP V that S	I didn't quibble that a particular thing happened.	I quibbled that that thing didn't happen.	0.2923349	0.49594498
quibble	first	past	NP V to VP[+eventive]	I didn't quibble to do a particular thing.	I quibbled not to do that thing.	0.4689015	0.5865539
quibble	third	past	NP V that S	A particular person didn't quibble that a particular thing happened.	That person quibbled that that thing didn't happen.	0.4051136	0.5664926
quibble	third	past	NP V to VP[+eventive]	A particular person didn't quibble to do a particular thing.	That person quibbled not to do that thing.	0.35234913	0.54418594
quip	first	past	NP V that S	I didn't quip that a particular thing happened.	I quipped that that thing didn't happen.	0.41369882	0.3752761
quip	first	past	NP V to VP[+eventive]	I didn't quip to do a particular thing.	I quipped not to do that thing.	0.31071773	0.2898217
quip	first	past	NP be V that S	I wasn't quipped that a particular thing happened.	I was quipped that that thing didn't happen.	0.4122825	0.21823138
quip	first	present	NP V that S	I don't quip that a particular thing happened.	I quip that that thing didn't happen.	0.36368772	0.47994977
quip	third	past	NP V that S	A particular person didn't quip that a particular thing happened.	That person quipped that that thing didn't happen.	0.31820282	0.43898645
quip	third	past	NP V to VP[+eventive]	A particular person didn't quip to do a particular thing.	That person quipped not to do that thing.	0.42429918	0.5453107
quip	third	past	NP be V that S	A particular person wasn't quipped that a particular thing happened.	That person was quipped that that thing didn't happen.	0.4165896	0.2365694
quip	third	present	NP V that S	A particular person doesn't quip that a particular thing happened.	That person quips that that thing didn't happen.	0.36856765	0.51560813
quote	first	past	NP be V that S	I wasn't quoted that a particular thing happened.	I was quoted that that thing didn't happen.	0.36235052	0.7916465
quote	first	past	NP be V to VP[+eventive]	I wasn't quoted to do a particular thing.	I was quoted not to do that thing.	0.5600805	0.65084964
quote	first	past	NP be V to VP[-eventive]	I wasn't quoted to have a particular thing.	I was quoted not to have that thing.	0.43692935	0.34466782
quote	first	present	NP be V that S	I'm not quoted that a particular thing happened.	I'm quoted that that thing didn't happen.	0.45897305	0.5857051
quote	third	past	NP be V that S	A particular person wasn't quoted that a particular thing happened.	That person was quoted that that thing didn't happen.	0.30553916	0.58086133
quote	third	past	NP be V to VP[+eventive]	A particular person wasn't quoted to do a particular thing.	That person was quoted not to do that thing.	0.38233766	0.5658221
quote	third	past	NP be V to VP[-eventive]	A particular person wasn't quoted to have a particular thing.	That person was quoted not to have that thing.	0.36476666	0.48927066
quote	third	present	NP be V that S	A particular person isn't quoted that a particular thing happened.	That person is quoted that that thing didn't happen.	0.4116658	0.50845665
radio	first	past	NP V that S	I didn't radio that a particular thing happened.	I radioed that that thing didn't happen.	0.18912832	0.5710874
radio	first	past	NP V to VP[+eventive]	I didn't radio to do a particular thing.	I radioed not to do that thing.	0.3506463	0.38302642
radio	first	past	NP be V that S	I wasn't radioed that a particular thing happened.	I was radioed that that thing didn't happen.	0.3979871	0.65832376
radio	first	present	NP V that S	I don't radio that a particular thing happened.	I radio that that thing didn't happen.	0.39430112	0.47064802
radio	first	present	NP be V that S	I'm not radioed that a particular thing happened.	I'm radioed that that thing didn't happen.	0.20859513	0.38928863
radio	third	past	NP V that S	A particular person didn't radio that a particular thing happened.	That person radioed that that thing didn't happen.	0.38643318	0.57800394
